frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
0,2,1227.1824048913045,131.08695652173915,172.17391304347825,387.3913043478261,1,-1,-1,-1
5,2,1246.7476222826087,133.0434782608696,156.52173913043498,387.3913043478261,1,-1,-1,-1
5,1,886.7476222826087,84.1304347826087,93.91304347826087,266.0869565217392,1,-1,-1,-1
10,2,1287.834578804348,135.00000000000009,115.43478260869574,395.21739130434776,1,-1,-1,-1
10,1,900.4432744565219,86.08695652173914,93.91304347826087,266.0869565217392,1,-1,-1,-1
15,2,1287.834578804348,135.00000000000009,127.17391304347825,410.86956521739125,1,-1,-1,-1
15,1,904.3563179347827,86.08695652173914,93.91304347826087,266.0869565217392,1,-1,-1,-1
20,2,1287.834578804348,144.7826086956522,140.86956521739125,418.69565217391306,1,-1,-1,-1
20,1,921.9650135869566,78.26086956521739,86.08695652173924,285.6521739130435,1,-1,-1,-1
25,2,1287.834578804348,152.60869565217394,144.78260869565202,410.8695652173913,1,-1,-1,-1
25,1,941.530230978261,70.43478260869564,70.43478260869574,291.5217391304348,1,-1,-1,-1
30,2,1281.9650135869567,156.52173913043478,150.65217391304327,418.6956521739131,1,-1,-1,-1
30,1,955.225883152174,66.52173913043477,60.6521739130435,291.5217391304348,1,-1,-1,-1
35,2,1250.6606657608697,168.26086956521738,174.13043478260852,426.52173913043487,1,-1,-1,-1
35,1,966.9650135869567,70.43478260869564,60.6521739130435,291.5217391304348,1,-1,-1,-1
40,2,1213.4867527173915,178.04347826086956,193.69565217391278,442.1739130434783,1,-1,-1,-1
45,2,1184.138926630435,178.04347826086956,215.21739130434753,442.1739130434783,1,-1,-1,-1
50,2,1166.530230978261,183.91304347826087,215.21739130434753,475.43478260869574,1,-1,-1,-1
55,2,1160.6606657608697,195.6521739130435,207.39130434782578,475.43478260869574,1,-1,-1,-1
60,2,1131.3128396739132,209.34782608695653,207.39130434782578,475.43478260869574,1,-1,-1,-1
60,1,968.921535326087,62.60869565217392,60.6521739130435,203.4782608695652,1,-1,-1,-1
65,2,1100.0084918478262,219.13043478260872,207.39130434782578,475.43478260869574,1,-1,-1,-1
65,1,951.3128396739131,58.69565217391306,68.47826086956525,205.43478260869563,1,-1,-1,-1
70,2,1062.834578804348,230.8695652173913,207.39130434782578,475.4347826086957,1,-1,-1,-1
70,1,941.530230978261,56.73913043478262,68.47826086956525,205.43478260869563,1,-1,-1,-1
75,2,1039.3563179347827,236.73913043478262,207.39130434782578,475.4347826086956,1,-1,-1,-1
75,1,929.7911005434785,60.6521739130435,76.30434782608677,205.43478260869563,1,-1,-1,-1
80,2,998.2693614130435,260.21739130434787,207.39130434782578,475.4347826086956,1,-1,-1,-1
80,1,918.0519701086959,62.608695652173935,72.39130434782601,219.1304347826087,1,-1,-1,-1
85,2,963.0519701086955,277.82608695652175,207.39130434782578,475.4347826086956,1,-1,-1,-1
85,1,904.3563179347826,60.6521739130435,68.47826086956536,219.1304347826087,1,-1,-1,-1
90,2,920.0084918478258,285.6521739130435,207.39130434782578,475.4347826086956,1,-1,-1,-1
90,1,873.0519701086956,68.47826086956525,68.47826086956536,219.1304347826087,1,-1,-1,-1
95,2,845.6606657608696,307.1739130434783,221.08695652173844,608.4782608695652,1,-1,-1,-1
100,2,820.225883152174,320.8695652173913,191.73913043478262,608.4782608695652,1,-1,-1,-1
105,2,757.6171875,326.7391304347826,195.6521739130435,608.4782608695652,1,-1,-1,-1
110,2,693.0519701086957,338.47826086956525,248.47826086956525,608.4782608695652,1,-1,-1,-1
115,2,626.5302309782609,363.9130434782609,299.3478260869566,608.4782608695652,1,-1,-1,-1
120,2,571.7476222826087,360,228.91304347826087,608.4782608695652,1,-1,-1,-1
125,2,513.0519701086957,371.73913043478257,209.3478260869565,608.4782608695652,1,-1,-1,-1
130,2,473.9215353260871,383.4782608695652,203.47826086956513,596.7391304347827,1,-1,-1,-1
135,2,434.7911005434785,367.8260869565217,195.65217391304327,596.7391304347827,1,-1,-1,-1
140,2,397.6171875000002,363.9130434782608,195.65217391304327,602.608695652174,1,-1,-1,-1
145,2,362.39979619565236,369.78260869565213,209.3478260869564,594.7826086956522,1,-1,-1,-1
150,2,340.8780570652176,354.1304347826087,209.3478260869564,594.7826086956522,1,-1,-1,-1
155,2,333.05197010869585,346.30434782608694,209.3478260869564,530.217391304348,1,-1,-1,-1
160,2,331.0954483695655,346.30434782608694,209.3478260869564,520.4347826086957,1,-1,-1,-1
165,2,356.5302309782611,322.8260869565217,209.3478260869564,506.7391304347827,1,-1,-1,-1
170,2,378.05197010869597,307.17391304347825,201.52173913043453,506.73913043478274,1,-1,-1,-1
175,2,399.5737092391307,291.52173913043475,189.7826086956519,506.73913043478274,1,-1,-1,-1
180,2,421.09544836956525,291.52173913043475,180.0,506.73913043478274,1,-1,-1,-1
185,2,446.5302309782609,273.9130434782608,168.2608695652175,477.3913043478262,1,-1,-1,-1
190,2,471.9650135869565,258.2608695652174,158.47826086956525,469.5652173913044,1,-1,-1,-1
195,2,505.2258831521739,248.4782608695652,148.69565217391312,463.6956521739132,1,-1,-1,-1
200,2,540.4432744565217,240.65217391304344,148.69565217391312,432.3913043478262,1,-1,-1,-1
730,1,845.6606657608696,60.652173913043484,60.6521739130435,258.2608695652174,1,-1,-1,-1
735,1,869.1389266304349,62.60869565217389,60.6521739130435,258.2608695652174,1,-1,-1,-1
740,1,900.4432744565217,62.60869565217389,60.6521739130435,258.2608695652174,1,-1,-1,-1
745,1,912.1824048913044,58.69565217391302,66.52173913043487,258.2608695652174,1,-1,-1,-1
750,1,929.7911005434784,58.69565217391302,84.13043478260863,258.2608695652174,1,-1,-1,-1
755,1,941.5302309782611,58.69565217391302,84.13043478260863,258.2608695652174,1,-1,-1,-1
760,1,972.8345788043481,60.652173913043455,72.3913043478259,258.2608695652174,1,-1,-1,-1
780,2,882.8345788043479,72.3913043478261,70.43478260869563,209.34782608695653,1,-1,-1,-1
785,2,902.3997961956522,68.47826086956522,66.52173913043475,209.34782608695653,1,-1,-1,-1
790,2,912.1824048913045,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
795,2,931.7476222826089,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
800,2,959.138926630435,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
805,1,1221.3128396739132,60.652173913043484,115.43478260869551,307.17391304347825,1,-1,-1,-1
810,1,1238.921535326087,60.652173913043484,103.695652173913,307.17391304347825,1,-1,-1,-1
815,1,1248.7041440217392,66.52173913043478,113.47826086956525,318.9130434782609,1,-1,-1,-1
820,1,1258.4867527173915,66.52173913043478,115.43478260869551,328.6956521739131,1,-1,-1,-1
825,1,1266.3128396739132,66.52173913043478,117.39130434782601,338.47826086956525,1,-1,-1,-1
830,1,1274.138926630435,66.52173913043478,109.56521739130426,338.47826086956525,1,-1,-1,-1
835,1,1274.138926630435,66.52173913043478,119.3478260869565,358.0434782608696,1,-1,-1,-1
840,1,1274.138926630435,72.3913043478261,131.086956521739,352.17391304347825,1,-1,-1,-1
845,1,1272.1824048913047,72.3913043478261,131.086956521739,361.9565217391304,1,-1,-1,-1
850,1,1256.5302309782612,80.21739130434783,131.086956521739,375.65217391304344,1,-1,-1,-1
855,2,1209.5737092391305,68.47826086956522,66.52173913043475,279.78260869565224,1,-1,-1,-1
855,1,1252.6171875,86.08695652173914,119.34782608695673,375.6521739130435,1,-1,-1,-1
860,1,1221.312839673913,82.17391304347827,125.21739130434798,381.5217391304348,1,-1,-1,-1
865,1,1186.0954483695652,88.04347826086958,125.21739130434798,399.13043478260875,1,-1,-1,-1
870,1,1156.7476222826087,95.86956521739131,140.86956521739125,399.13043478260875,1,-1,-1,-1
875,1,1115.6606657608697,97.82608695652175,140.86956521739125,399.13043478260875,1,-1,-1,-1
880,1,1086.3128396739132,101.7391304347826,140.86956521739125,399.13043478260875,1,-1,-1,-1
