frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
50,1,1706.530230978261,138.91304347826087,60.6521739130435,146.73913043478262,1,-1,-1,-1
55,1,1706.530230978261,140.8695652173913,60.6521739130435,146.73913043478262,1,-1,-1,-1
60,1,1706.530230978261,135,60.6521739130435,146.73913043478262,1,-1,-1,-1
65,1,1704.5737092391305,140.8695652173913,56.73913043478274,178.04347826086956,1,-1,-1,-1
70,1,1696.7476222826087,146.73913043478262,56.73913043478274,178.04347826086956,1,-1,-1,-1
75,1,1683.0519701086957,125.21739130434784,56.73913043478274,178.04347826086953,1,-1,-1,-1
85,1,1663.4867527173915,146.73913043478262,54.782608695652016,178.04347826086956,1,-1,-1,-1
90,1,1655.6606657608697,146.73913043478262,62.608695652173765,178.04347826086956,1,-1,-1,-1
95,1,1647.834578804348,146.73913043478262,70.43478260869551,178.04347826086956,1,-1,-1,-1
100,1,1640.0084918478262,154.56521739130437,70.43478260869551,178.04347826086956,1,-1,-1,-1
105,1,1630.225883152174,158.47826086956525,70.43478260869551,178.04347826086956,1,-1,-1,-1
110,1,1618.4867527173913,156.5217391304348,70.43478260869551,178.04347826086956,1,-1,-1,-1
115,1,1624.3563179347827,156.5217391304348,58.69565217391278,178.04347826086956,1,-1,-1,-1
120,1,1626.3128396739132,164.34782608695653,50.869565217391255,140.86956521739134,1,-1,-1,-1
125,1,1624.3563179347827,160.43478260869566,50.869565217391255,140.86956521739134,1,-1,-1,-1
130,1,1625.334578804348,158.47826086956525,50.869565217391255,140.86956521739137,1,-1,-1,-1
135,1,1618.4867527173913,176.08695652173915,50.869565217391255,140.86956521739134,1,-1,-1,-1
200,1,1287.834578804348,211.30434782608697,127.17391304347825,395.21739130434787,1,-1,-1,-1
205,1,1272.1824048913047,199.56521739130437,127.17391304347825,395.21739130434787,1,-1,-1,-1
210,1,1229.138926630435,207.3913043478261,136.9565217391305,395.21739130434787,1,-1,-1,-1
210,2,2046.9650135869567,205.43478260869566,93.91304347826076,248.47826086956528,1,-1,-1,-1
215,1,1195.8780570652175,217.17391304347828,146.73913043478274,395.21739130434787,1,-1,-1,-1
215,2,2035.2258831521742,213.2608695652174,93.91304347826076,238.6956521739131,1,-1,-1,-1
220,1,1170.443274456522,219.13043478260872,146.73913043478274,395.21739130434787,1,-1,-1,-1
220,2,2017.6171875000002,215.21739130434784,93.91304347826076,238.6956521739131,1,-1,-1,-1
225,1,1137.1824048913045,221.08695652173915,146.73913043478274,395.21739130434787,1,-1,-1,-1
225,2,2005.8780570652177,219.13043478260872,93.91304347826076,238.6956521739131,1,-1,-1,-1
230,1,1090.225883152174,234.7826086956522,146.73913043478274,395.2173913043478,1,-1,-1,-1
230,2,1990.2258831521742,215.21739130434784,93.91304347826076,238.6956521739131,1,-1,-1,-1
235,1,1043.2693614130435,242.60869565217394,146.73913043478274,395.2173913043478,1,-1,-1,-1
235,2,1978.4867527173917,217.17391304347828,93.91304347826076,238.6956521739131,1,-1,-1,-1
240,1,984.5737092391305,240.6521739130435,180.0,395.21739130434776,1,-1,-1,-1
240,2,1962.8345788043482,219.13043478260872,93.91304347826076,238.6956521739131,1,-1,-1,-1
245,1,945.4432744565219,256.304347826087,164.3478260869564,395.21739130434776,1,-1,-1,-1
245,2,1941.3128396739132,221.08695652173915,93.91304347826076,238.6956521739131,1,-1,-1,-1
250,1,867.1824048913045,252.3913043478261,164.3478260869565,395.21739130434776,1,-1,-1,-1
250,2,1908.0519701086957,217.17391304347828,93.91304347826076,238.6956521739131,1,-1,-1,-1
255,1,804.5737092391305,273.9130434782609,164.3478260869565,395.21739130434776,1,-1,-1,-1
255,2,1900.225883152174,209.34782608695653,82.17391304347802,238.6956521739131,1,-1,-1,-1
260,1,740.0084918478262,287.60869565217394,185.86956521739125,455.8695652173913,1,-1,-1,-1
260,2,1882.6171875000002,215.21739130434784,74.34782608695627,238.6956521739131,1,-1,-1,-1
265,1,675.4432744565219,293.47826086956525,185.86956521739125,455.86956521739125,1,-1,-1,-1
270,1,630.4432744565219,301.304347826087,185.86956521739125,639.7826086956522,1,-1,-1,-1
275,1,599.1389266304349,311.0869565217391,185.86956521739125,639.7826086956522,1,-1,-1,-1
280,1,567.8345788043479,322.8260869565217,185.86956521739125,639.7826086956522,1,-1,-1,-1
285,1,542.3997961956521,334.5652173913043,185.86956521739125,639.7826086956522,1,-1,-1,-1
290,1,509.13892663043475,348.2608695652174,185.86956521739125,639.7826086956521,1,-1,-1,-1
295,1,475.8780570652174,361.9565217391304,185.86956521739125,639.7826086956522,1,-1,-1,-1
300,1,454.3563179347826,367.8260869565217,185.86956521739125,630.0000000000002,1,-1,-1,-1
300,2,1667.3997961956522,183.91304347826087,74.3478260869565,187.82608695652175,1,-1,-1,-1
305,1,432.83457880434776,377.6086956521739,185.86956521739125,630.0000000000002,1,-1,-1,-1
305,2,1643.921535326087,176.08695652173915,66.52173913043498,187.82608695652172,1,-1,-1,-1
310,1,435.7693614130434,376.14130434782606,185.86956521739125,630.0000000000002,1,-1,-1,-1
310,2,1634.1389266304348,174.13043478260872,66.52173913043498,187.82608695652172,1,-1,-1,-1
315,1,438.70414402173907,374.67391304347825,185.8695652173912,630.0000000000002,1,-1,-1,-1
315,2,1632.1824048913043,178.0434782608696,66.52173913043498,187.82608695652172,1,-1,-1,-1
320,1,441.63892663043475,373.2065217391304,185.86956521739125,630.0000000000002,1,-1,-1,-1
320,2,1628.2693614130435,180.00000000000003,66.52173913043498,187.82608695652172,1,-1,-1,-1
325,1,444.5737092391304,371.73913043478257,185.86956521739125,630.0000000000002,1,-1,-1,-1
325,2,1628.2693614130435,174.13043478260872,66.52173913043498,187.82608695652172,1,-1,-1,-1
330,1,447.508491847826,370.27173913043475,185.86956521739125,630.0000000000002,1,-1,-1,-1
330,2,1634.1389266304348,189.7826086956522,66.52173913043498,187.8260869565217,1,-1,-1,-1
335,1,450.4432744565217,368.8043478260869,185.8695652173913,630.0000000000002,1,-1,-1,-1
340,1,453.3780570652174,367.33695652173907,185.86956521739125,630.0000000000002,1,-1,-1,-1
345,1,456.312839673913,365.86956521739125,185.86956521739125,630.0000000000002,1,-1,-1,-1
350,1,458.2693614130435,354.1304347826087,185.86956521739125,630.0000000000002,1,-1,-1,-1
355,1,513.0519701086956,344.3478260869565,185.86956521739125,630.0000000000002,1,-1,-1,-1
360,1,530.6606657608695,318.9130434782608,185.86956521739125,630.0000000000002,1,-1,-1,-1
365,1,552.1824048913043,311.0869565217391,185.86956521739125,630.0000000000002,1,-1,-1,-1
370,1,605.008491847826,305.2173913043478,185.86956521739125,630.0000000000002,1,-1,-1,-1
375,1,671.5302309782608,293.4782608695652,185.86956521739125,630.0000000000002,1,-1,-1,-1
380,1,734.1389266304346,271.9565217391304,185.86956521739125,630.0000000000002,1,-1,-1,-1
385,1,806.5302309782608,271.9565217391304,185.86956521739125,630.0000000000002,1,-1,-1,-1
390,1,878.9215353260869,258.2608695652174,185.86956521739114,630.0000000000002,1,-1,-1,-1
395,1,941.5302309782608,238.695652173913,185.86956521739125,630.0000000000002,1,-1,-1,-1
400,1,1000.2258831521739,234.78260869565213,176.08695652173935,614.3478260869566,1,-1,-1,-1
405,1,1047.1824048913045,234.78260869565213,176.08695652173947,614.3478260869566,1,-1,-1,-1
410,1,1105.8780570652177,221.0869565217391,176.08695652173947,588.913043478261,1,-1,-1,-1
415,1,1154.7911005434787,226.9565217391304,176.08695652173947,551.7391304347827,1,-1,-1,-1
420,1,1195.878057065218,217.17391304347822,164.34782608695605,551.7391304347827,1,-1,-1,-1
425,1,1231.0954483695657,203.4782608695652,164.34782608695605,500.8695652173914,1,-1,-1,-1
430,1,1276.0954483695657,205.43478260869563,150.65217391304304,491.08695652173924,1,-1,-1,-1
465,2,1313.2693614130435,225.00000000000003,135.0,342.3913043478261,1,-1,-1,-1
470,2,1303.4867527173913,228.9130434782609,135.0,342.3913043478261,1,-1,-1,-1
475,2,1313.2693614130435,228.9130434782609,125.21739130434776,342.3913043478261,1,-1,-1,-1
480,2,1295.6606657608697,228.9130434782609,142.82608695652152,342.3913043478261,1,-1,-1,-1
485,2,1302.5084918478262,228.9130434782609,135.97826086956502,342.3913043478261,1,-1,-1,-1
490,2,1309.3563179347827,228.9130434782609,129.13043478260852,342.3913043478261,1,-1,-1,-1
495,2,1306.421535326087,228.9130434782609,132.06521739130426,342.3913043478261,1,-1,-1,-1
500,2,1303.4867527173915,228.9130434782609,134.99999999999977,342.3913043478261,1,-1,-1,-1
505,2,1289.7911005434783,228.9130434782609,142.82608695652175,342.3913043478261,1,-1,-1,-1
510,2,1276.0954483695652,221.08695652173915,142.82608695652175,342.3913043478261,1,-1,-1,-1
515,2,1256.5302309782608,221.08695652173915,142.82608695652175,342.3913043478261,1,-1,-1,-1
520,2,1229.1389266304348,211.30434782608697,142.82608695652175,342.3913043478261,1,-1,-1,-1
525,2,1213.4867527173913,213.2608695652174,136.9565217391305,342.3913043478261,1,-1,-1,-1
530,2,1203.7041440217392,209.34782608695653,127.17391304347825,342.3913043478261,1,-1,-1,-1
535,2,1197.834578804348,195.6521739130435,117.39130434782624,342.3913043478261,1,-1,-1,-1
540,1,1610.6606657608697,172.17391304347828,58.695652173913004,254.34782608695653,1,-1,-1,-1
540,2,1186.0954483695652,195.6521739130435,117.39130434782624,342.3913043478261,1,-1,-1,-1
545,1,1632.1824048913045,152.60869565217394,58.695652173913004,254.34782608695656,1,-1,-1,-1
545,2,1182.1824048913045,193.69565217391306,109.56521739130449,342.3913043478262,1,-1,-1,-1
550,1,1641.9650135869565,150.6521739130435,58.695652173913004,254.34782608695656,1,-1,-1,-1
550,2,1168.4867527173915,193.69565217391306,123.26086956521726,342.39130434782606,1,-1,-1,-1
555,1,1641.2662558229813,150.2329192546584,58.695652173913004,254.34782608695653,1,-1,-1,-1
555,2,1174.3563179347827,189.7826086956522,117.39130434782601,346.30434782608694,1,-1,-1,-1
560,1,1640.567498059006,149.8136645962733,58.695652173913004,254.3478260869566,1,-1,-1,-1
560,2,1180.225883152174,185.8695652173913,111.52173913043475,350.2173913043478,1,-1,-1,-1
565,1,1639.868740295031,149.3944099378882,58.695652173913004,254.34782608695656,1,-1,-1,-1
565,2,1193.921535326087,178.0434782608696,111.52173913043475,350.21739130434776,1,-1,-1,-1
570,1,1639.169982531056,148.97515527950313,58.695652173913004,254.34782608695653,1,-1,-1,-1
570,2,1205.6606657608697,178.0434782608696,111.52173913043475,350.21739130434776,1,-1,-1,-1
575,1,1638.4712247670807,148.55590062111804,58.695652173913004,254.34782608695656,1,-1,-1,-1
