frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
15,1,1458.0519701086957,9.782608695652174,39.130434782608745,144.7826086956522,1,-1,-1,-1
20,1,1444.3563179347827,3.9130434782608656,45.0,144.7826086956522,1,-1,-1,-1
25,1,1422.834578804348,11.739130434782608,50.869565217391255,144.7826086956522,1,-1,-1,-1
30,1,1405.225883152174,7.82608695652174,50.869565217391255,144.7826086956522,1,-1,-1,-1
35,1,1393.4867527173915,11.739130434782615,50.869565217391255,144.7826086956522,1,-1,-1,-1
40,1,1373.921535326087,13.695652173913045,50.869565217391255,144.7826086956522,1,-1,-1,-1
45,1,1354.3563179347825,21.52173913043478,50.869565217391255,144.7826086956522,1,-1,-1,-1
45,2,1612.6171874999998,9.782608695652172,35.21739130434776,111.52173913043477,1,-1,-1,-1
50,1,1336.7476222826085,15.65217391304347,50.869565217391255,144.7826086956522,1,-1,-1,-1
50,2,1632.182404891304,11.739130434782602,35.21739130434776,111.52173913043478,1,-1,-1,-1
55,1,1317.1824048913043,23.47826086956522,68.47826086956547,144.7826086956522,1,-1,-1,-1
55,2,1647.8345788043475,9.782608695652165,35.21739130434776,111.52173913043478,1,-1,-1,-1
60,1,1309.3563179347825,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
60,2,1665.4432744565213,5.8695652173912904,35.21739130434776,111.52173913043478,1,-1,-1,-1
65,1,1308.3780570652173,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
70,1,1307.399796195652,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
75,1,1303.4867527173913,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
80,1,1293.704144021739,25.434782608695656,68.47826086956547,156.52173913043484,1,-1,-1,-1
85,1,1281.9650135869567,25.434782608695656,80.21739130434776,156.52173913043484,1,-1,-1,-1
90,1,1274.138926630435,25.434782608695656,82.17391304347825,156.52173913043484,1,-1,-1,-1
95,1,1280.9867527173915,28.369565217391308,82.17391304347825,173.1521739130435,1,-1,-1,-1
100,1,1287.834578804348,31.30434782608696,82.17391304347825,189.7826086956522,1,-1,-1,-1
105,1,1291.7476222826087,31.30434782608696,82.17391304347825,199.56521739130434,1,-1,-1,-1
110,1,1295.6606657608697,37.17391304347827,82.17391304347825,201.52173913043478,1,-1,-1,-1
115,1,1295.6606657608697,37.17391304347827,82.17391304347825,232.82608695652172,1,-1,-1,-1
120,1,1295.6606657608697,37.17391304347827,82.17391304347825,232.82608695652172,1,-1,-1,-1
125,1,1302.5084918478265,42.06521739130436,82.17391304347802,232.82608695652175,1,-1,-1,-1
130,1,1309.356317934783,46.956521739130444,82.17391304347825,232.82608695652175,1,-1,-1,-1
135,1,1315.2258831521742,50.86956521739132,82.17391304347825,232.82608695652175,1,-1,-1,-1
140,1,1321.0954483695652,56.73913043478262,88.04347826086973,232.82608695652175,1,-1,-1,-1
145,1,1332.834578804348,56.73913043478262,76.304347826087,232.82608695652175,1,-1,-1,-1
150,1,1336.7476222826087,58.69565217391306,76.304347826087,232.82608695652175,1,-1,-1,-1
155,1,1344.5737092391305,64.56521739130436,76.304347826087,266.0869565217391,1,-1,-1,-1
160,1,1356.3128396739132,64.56521739130436,99.78260869565202,311.0869565217391,1,-1,-1,-1
165,1,1362.1824048913045,64.56521739130436,103.695652173913,311.0869565217391,1,-1,-1,-1
170,1,1370.0084918478262,58.69565217391305,109.56521739130426,316.95652173913044,1,-1,-1,-1
175,1,1381.7476222826087,58.69565217391305,103.695652173913,350.2173913043478,1,-1,-1,-1
180,1,1381.7476222826087,64.56521739130436,111.52173913043475,352.17391304347825,1,-1,-1,-1
185,1,1391.530230978261,64.56521739130436,115.43478260869574,352.17391304347825,1,-1,-1,-1
190,1,1397.3997961956522,64.56521739130436,121.304347826087,377.60869565217394,1,-1,-1,-1
195,1,1405.225883152174,74.34782608695653,131.08695652173924,385.4347826086956,1,-1,-1,-1
200,1,1416.9650135869565,76.30434782608697,131.08695652173924,385.4347826086956,1,-1,-1,-1
205,1,1422.8345788043478,82.17391304347828,131.08695652173924,385.4347826086956,1,-1,-1,-1
210,1,1428.704144021739,97.82608695652175,131.08695652173924,414.78260869565213,1,-1,-1,-1
215,1,1428.704144021739,97.82608695652175,134.02173913043498,422.6086956521739,1,-1,-1,-1
220,1,1428.704144021739,97.82608695652175,136.95652173913072,430.4347826086956,1,-1,-1,-1
225,1,1438.4867527173915,105.65217391304348,140.86956521739125,444.13043478260875,1,-1,-1,-1
230,1,1446.3128396739132,105.65217391304348,154.56521739130426,444.13043478260875,1,-1,-1,-1
235,1,1454.138926630435,105.65217391304348,156.52173913043475,461.7391304347826,1,-1,-1,-1
240,1,1454.138926630435,117.3913043478261,156.52173913043475,477.3913043478261,1,-1,-1,-1
240,2,1655.6606657608693,33.260869565217384,52.82608695652175,154.56521739130434,1,-1,-1,-1
245,1,1454.138926630435,123.2608695652174,156.52173913043475,496.9565217391305,1,-1,-1,-1
245,2,1651.7476222826085,35.21739130434782,52.82608695652175,154.56521739130434,1,-1,-1,-1
250,1,1454.138926630435,123.2608695652174,152.60869565217376,496.9565217391305,1,-1,-1,-1
250,2,1645.878057065217,39.13043478260869,52.82608695652175,158.4782608695652,1,-1,-1,-1
255,1,1454.138926630435,123.2608695652174,146.7391304347825,534.1304347826087,1,-1,-1,-1
255,2,1638.0519701086955,35.217391304347814,52.82608695652175,166.3043478260869,1,-1,-1,-1
260,1,1454.138926630435,142.82608695652175,146.7391304347825,534.1304347826087,1,-1,-1,-1
260,2,1624.3563179347823,37.17391304347824,52.82608695652175,166.30434782608688,1,-1,-1,-1
265,1,1448.2693614130435,142.82608695652175,172.17391304347848,555.6521739130435,1,-1,-1,-1
270,1,1445.334578804348,152.60869565217394,180.0,572.2826086956522,1,-1,-1,-1
275,1,1442.3997961956522,162.3913043478261,187.82608695652175,588.9130434782609,1,-1,-1,-1
280,1,1440.4432744565217,176.08695652173915,187.82608695652175,604.5652173913044,1,-1,-1,-1
285,1,1428.7041440217392,176.08695652173915,195.6521739130435,604.5652173913044,1,-1,-1,-1
290,1,1422.834578804348,185.8695652173913,195.6521739130435,663.2608695652175,1,-1,-1,-1
295,1,1424.7911005434785,209.3478260869565,195.6521739130435,675.0000000000001,1,-1,-1,-1
300,1,1411.0954483695652,209.3478260869565,223.04347826086973,675.0000000000001,1,-1,-1,-1
305,1,1387.6171875,228.91304347826085,236.73913043478274,675.0000000000001,1,-1,-1,-1
310,1,1356.312839673913,252.39130434782606,236.73913043478274,675.0000000000002,1,-1,-1,-1
