frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
3,1,1458.0519701086955,9.782608695652174,39.130434782608745,144.7826086956522,1,-1,-1,-1
4,1,1444.3563179347827,3.9130434782608656,45.0,144.7826086956522,1,-1,-1,-1
5,1,1422.834578804348,11.739130434782608,50.869565217391255,144.7826086956522,1,-1,-1,-1
6,1,1405.225883152174,7.82608695652174,50.869565217391255,144.7826086956522,1,-1,-1,-1
7,1,1393.4867527173917,11.739130434782616,50.869565217391255,144.7826086956522,1,-1,-1,-1
8,1,1373.921535326087,13.695652173913045,50.869565217391255,144.7826086956522,1,-1,-1,-1
9,1,1354.3563179347825,21.52173913043478,50.869565217391255,144.7826086956522,1,-1,-1,-1
9,2,1612.6171874999998,9.782608695652172,35.21739130434776,111.52173913043475,1,-1,-1,-1
10,1,1336.7476222826083,15.65217391304347,50.869565217391255,144.7826086956522,1,-1,-1,-1
10,2,1632.182404891304,11.739130434782602,35.21739130434776,111.52173913043478,1,-1,-1,-1
11,1,1317.1824048913045,23.47826086956522,68.47826086956547,144.7826086956522,1,-1,-1,-1
11,2,1647.8345788043475,9.782608695652163,35.21739130434776,111.52173913043478,1,-1,-1,-1
12,1,1309.3563179347825,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
12,2,1665.4432744565213,5.8695652173912904,35.21739130434776,111.52173913043478,1,-1,-1,-1
13,1,1308.3780570652173,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
14,1,1307.399796195652,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
15,1,1303.4867527173913,21.521739130434785,68.47826086956547,152.60869565217396,1,-1,-1,-1
16,1,1293.704144021739,25.434782608695656,68.47826086956547,156.52173913043484,1,-1,-1,-1
17,1,1281.9650135869567,25.434782608695656,80.21739130434776,156.52173913043484,1,-1,-1,-1
18,1,1274.138926630435,25.434782608695656,82.17391304347825,156.52173913043484,1,-1,-1,-1
19,1,1280.9867527173917,28.369565217391308,82.17391304347825,173.1521739130435,1,-1,-1,-1
20,1,1287.834578804348,31.30434782608696,82.17391304347825,189.7826086956522,1,-1,-1,-1
21,1,1291.7476222826087,31.30434782608696,82.17391304347825,199.56521739130432,1,-1,-1,-1
22,1,1295.6606657608695,37.17391304347827,82.17391304347825,201.5217391304348,1,-1,-1,-1
23,1,1295.6606657608695,37.17391304347827,82.17391304347825,232.82608695652172,1,-1,-1,-1
24,1,1295.6606657608695,37.17391304347827,82.17391304347825,232.82608695652172,1,-1,-1,-1
25,1,1302.5084918478265,42.06521739130436,82.17391304347802,232.82608695652175,1,-1,-1,-1
26,1,1309.356317934783,46.95652173913045,82.17391304347825,232.82608695652175,1,-1,-1,-1
27,1,1315.2258831521742,50.86956521739132,82.17391304347825,232.82608695652175,1,-1,-1,-1
28,1,1321.0954483695652,56.73913043478262,88.04347826086973,232.82608695652175,1,-1,-1,-1
29,1,1332.834578804348,56.73913043478262,76.304347826087,232.82608695652175,1,-1,-1,-1
30,1,1336.7476222826087,58.69565217391306,76.304347826087,232.82608695652175,1,-1,-1,-1
31,1,1344.5737092391305,64.56521739130436,76.304347826087,266.0869565217391,1,-1,-1,-1
32,1,1356.3128396739132,64.56521739130436,99.78260869565202,311.0869565217391,1,-1,-1,-1
33,1,1362.1824048913045,64.56521739130436,103.695652173913,311.0869565217391,1,-1,-1,-1
34,1,1370.0084918478262,58.69565217391305,109.56521739130426,316.95652173913044,1,-1,-1,-1
35,1,1381.7476222826087,58.69565217391305,103.695652173913,350.2173913043478,1,-1,-1,-1
