frame,id,bb_left,bb_top,bb_width,bb_height,conf,x,y,z
0,2,1227.1824048913045,131.08695652173915,172.17391304347825,387.3913043478261,1,-1,-1,-1
1,2,1246.7476222826087,133.0434782608696,156.52173913043498,387.3913043478261,1,-1,-1,-1
1,1,886.7476222826087,84.1304347826087,93.91304347826087,266.0869565217392,1,-1,-1,-1
2,2,1287.834578804348,135.00000000000009,115.43478260869574,395.21739130434776,1,-1,-1,-1
2,1,900.4432744565219,86.08695652173914,93.91304347826087,266.0869565217392,1,-1,-1,-1
3,2,1287.834578804348,135.00000000000009,127.17391304347824,410.86956521739125,1,-1,-1,-1
3,1,904.3563179347829,86.08695652173914,93.91304347826087,266.0869565217392,1,-1,-1,-1
4,2,1287.834578804348,144.7826086956522,140.86956521739123,418.69565217391306,1,-1,-1,-1
4,1,921.9650135869566,78.26086956521739,86.08695652173924,285.6521739130435,1,-1,-1,-1
5,2,1287.834578804348,152.60869565217394,144.78260869565202,410.8695652173913,1,-1,-1,-1
5,1,941.530230978261,70.43478260869564,70.43478260869574,291.5217391304348,1,-1,-1,-1
6,2,1281.9650135869567,156.52173913043478,150.65217391304327,418.6956521739131,1,-1,-1,-1
6,1,955.225883152174,66.52173913043477,60.6521739130435,291.5217391304348,1,-1,-1,-1
7,2,1250.6606657608695,168.26086956521738,174.13043478260852,426.52173913043487,1,-1,-1,-1
7,1,966.9650135869568,70.43478260869564,60.6521739130435,291.5217391304348,1,-1,-1,-1
8,2,1213.4867527173917,178.04347826086956,193.6956521739128,442.1739130434783,1,-1,-1,-1
9,2,1184.138926630435,178.04347826086956,215.21739130434753,442.1739130434783,1,-1,-1,-1
10,2,1166.530230978261,183.91304347826087,215.21739130434753,475.43478260869574,1,-1,-1,-1
11,2,1160.6606657608695,195.6521739130435,207.39130434782575,475.43478260869574,1,-1,-1,-1
12,2,1131.3128396739132,209.34782608695653,207.39130434782575,475.43478260869574,1,-1,-1,-1
12,1,968.921535326087,62.60869565217392,60.6521739130435,203.4782608695652,1,-1,-1,-1
13,2,1100.0084918478262,219.13043478260872,207.39130434782575,475.43478260869574,1,-1,-1,-1
13,1,951.3128396739132,58.69565217391306,68.47826086956525,205.43478260869563,1,-1,-1,-1
14,2,1062.834578804348,230.8695652173913,207.39130434782575,475.4347826086957,1,-1,-1,-1
14,1,941.530230978261,56.73913043478262,68.47826086956525,205.43478260869563,1,-1,-1,-1
15,2,1039.3563179347827,236.73913043478265,207.39130434782575,475.4347826086956,1,-1,-1,-1
15,1,929.7911005434784,60.6521739130435,76.30434782608677,205.43478260869563,1,-1,-1,-1
16,2,998.2693614130436,260.21739130434787,207.39130434782575,475.4347826086956,1,-1,-1,-1
16,1,918.051970108696,62.608695652173935,72.39130434782601,219.1304347826087,1,-1,-1,-1
17,2,963.0519701086956,277.82608695652175,207.39130434782575,475.4347826086956,1,-1,-1,-1
17,1,904.3563179347826,60.6521739130435,68.47826086956536,219.1304347826087,1,-1,-1,-1
18,2,920.0084918478258,285.6521739130435,207.39130434782575,475.4347826086956,1,-1,-1,-1
18,1,873.0519701086956,68.47826086956525,68.47826086956536,219.1304347826087,1,-1,-1,-1
19,2,845.6606657608696,307.1739130434783,221.08695652173844,608.4782608695652,1,-1,-1,-1
20,2,820.225883152174,320.8695652173913,191.73913043478265,608.4782608695652,1,-1,-1,-1
21,2,757.6171875,326.7391304347826,195.6521739130435,608.4782608695652,1,-1,-1,-1
22,2,693.0519701086957,338.47826086956525,248.47826086956525,608.4782608695652,1,-1,-1,-1
23,2,626.5302309782609,363.9130434782609,299.3478260869566,608.4782608695652,1,-1,-1,-1
24,2,571.7476222826087,360.0,228.91304347826087,608.4782608695652,1,-1,-1,-1
25,2,513.0519701086957,371.73913043478257,209.3478260869565,608.4782608695652,1,-1,-1,-1
26,2,473.9215353260871,383.4782608695652,203.47826086956513,596.7391304347827,1,-1,-1,-1
27,2,434.7911005434785,367.8260869565217,195.65217391304327,596.7391304347827,1,-1,-1,-1
28,2,397.6171875000002,363.9130434782608,195.65217391304327,602.608695652174,1,-1,-1,-1
29,2,362.3997961956523,369.7826086956522,209.3478260869564,594.7826086956522,1,-1,-1,-1
30,2,340.8780570652176,354.1304347826087,209.3478260869564,594.7826086956522,1,-1,-1,-1
31,2,333.05197010869585,346.30434782608694,209.3478260869564,530.217391304348,1,-1,-1,-1
32,2,331.0954483695655,346.30434782608694,209.3478260869564,520.4347826086957,1,-1,-1,-1
33,2,356.5302309782611,322.8260869565217,209.3478260869564,506.7391304347827,1,-1,-1,-1
34,2,378.051970108696,307.17391304347825,201.52173913043453,506.73913043478274,1,-1,-1,-1
35,2,399.5737092391307,291.52173913043475,189.7826086956519,506.73913043478274,1,-1,-1,-1
36,2,421.0954483695653,291.52173913043475,180.0,506.73913043478274,1,-1,-1,-1
37,2,446.5302309782609,273.9130434782608,168.2608695652175,477.3913043478262,1,-1,-1,-1
38,2,471.9650135869565,258.2608695652174,158.47826086956525,469.5652173913044,1,-1,-1,-1
39,2,505.2258831521739,248.4782608695652,148.69565217391312,463.6956521739132,1,-1,-1,-1
40,2,540.4432744565217,240.65217391304344,148.69565217391312,432.3913043478262,1,-1,-1,-1
146,1,845.6606657608696,60.65217391304349,60.6521739130435,258.2608695652174,1,-1,-1,-1
147,1,869.1389266304349,62.60869565217389,60.6521739130435,258.2608695652174,1,-1,-1,-1
148,1,900.4432744565217,62.60869565217389,60.6521739130435,258.2608695652174,1,-1,-1,-1
149,1,912.1824048913044,58.69565217391302,66.52173913043487,258.2608695652174,1,-1,-1,-1
150,1,929.7911005434784,58.69565217391302,84.13043478260863,258.2608695652174,1,-1,-1,-1
151,1,941.5302309782612,58.69565217391302,84.13043478260863,258.2608695652174,1,-1,-1,-1
152,1,972.834578804348,60.652173913043455,72.3913043478259,258.2608695652174,1,-1,-1,-1
156,2,882.8345788043479,72.3913043478261,70.43478260869563,209.34782608695653,1,-1,-1,-1
157,2,902.3997961956522,68.47826086956522,66.52173913043475,209.34782608695653,1,-1,-1,-1
158,2,912.1824048913044,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
159,2,931.7476222826087,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
160,2,959.138926630435,66.52173913043478,66.52173913043475,209.34782608695653,1,-1,-1,-1
161,1,1221.3128396739132,60.65217391304349,115.43478260869551,307.17391304347825,1,-1,-1,-1
162,1,1238.921535326087,60.65217391304349,103.695652173913,307.17391304347825,1,-1,-1,-1
163,1,1248.7041440217392,66.52173913043478,113.47826086956525,318.9130434782609,1,-1,-1,-1
164,1,1258.4867527173917,66.52173913043478,115.43478260869551,328.6956521739131,1,-1,-1,-1
165,1,1266.3128396739132,66.52173913043478,117.391304347826,338.47826086956525,1,-1,-1,-1
166,1,1274.138926630435,66.52173913043478,109.56521739130426,338.47826086956525,1,-1,-1,-1
167,1,1274.138926630435,66.52173913043478,119.3478260869565,358.0434782608696,1,-1,-1,-1
168,1,1274.138926630435,72.3913043478261,131.086956521739,352.17391304347825,1,-1,-1,-1
169,1,1272.1824048913047,72.3913043478261,131.086956521739,361.9565217391304,1,-1,-1,-1
170,1,1256.5302309782612,80.21739130434783,131.086956521739,375.65217391304344,1,-1,-1,-1
171,2,1209.5737092391305,68.47826086956522,66.52173913043475,279.78260869565224,1,-1,-1,-1
171,1,1252.6171875,86.08695652173914,119.34782608695672,375.6521739130435,1,-1,-1,-1
172,1,1221.312839673913,82.17391304347827,125.21739130434798,381.5217391304348,1,-1,-1,-1
173,1,1186.0954483695652,88.04347826086958,125.21739130434798,399.13043478260875,1,-1,-1,-1
174,1,1156.7476222826087,95.86956521739133,140.86956521739123,399.13043478260875,1,-1,-1,-1
175,1,1115.6606657608695,97.82608695652176,140.86956521739123,399.13043478260875,1,-1,-1,-1
176,1,1086.3128396739132,101.7391304347826,140.86956521739123,399.13043478260875,1,-1,-1,-1
177,1,1051.0954483695652,103.69565217391305,162.39130434782624,399.13043478260875,1,-1,-1,-1
178,2,1211.530230978261,82.17391304347827,66.52173913043475,240.6521739130435,1,-1,-1,-1
178,1,1002.1824048913044,107.60869565217388,136.9565217391305,399.13043478260875,1,-1,-1,-1
179,2,1229.138926630435,88.04347826086958,66.52173913043475,270.00000000000006,1,-1,-1,-1
179,1,959.138926630435,107.60869565217388,119.3478260869565,399.13043478260875,1,-1,-1,-1
180,2,1229.138926630435,95.86956521739133,74.3478260869565,279.7826086956522,1,-1,-1,-1
180,1,937.6171875000002,123.26086956521738,113.47826086956502,399.13043478260875,1,-1,-1,-1
181,2,1240.8780570652175,88.04347826086956,74.3478260869565,283.69565217391306,1,-1,-1,-1
181,1,898.4867527173914,127.17391304347824,103.695652173913,399.13043478260875,1,-1,-1,-1
182,2,1254.5737092391307,90.0,82.17391304347802,283.69565217391306,1,-1,-1,-1
183,2,1252.6171875000002,93.91304347826087,123.26086956521726,295.4347826086957,1,-1,-1,-1
184,2,1256.530230978261,93.91304347826087,119.3478260869565,303.26086956521743,1,-1,-1,-1
185,2,1266.3128396739132,93.91304347826087,138.91304347826076,324.7826086956522,1,-1,-1,-1
186,2,1278.0519701086955,99.7826086956522,136.9565217391305,330.6521739130435,1,-1,-1,-1
187,2,1280.0084918478262,99.7826086956522,135.0,330.6521739130435,1,-1,-1,-1
188,2,1280.0084918478262,99.7826086956522,135.0,346.304347826087,1,-1,-1,-1
189,2,1274.138926630435,113.47826086956525,140.86956521739123,348.2608695652174,1,-1,-1,-1
190,2,1266.3128396739132,113.47826086956525,146.7391304347825,348.2608695652174,1,-1,-1,-1
191,2,1246.7476222826087,113.47826086956525,148.695652173913,352.17391304347825,1,-1,-1,-1
192,2,1197.834578804348,125.21739130434784,162.391304347826,354.13043478260863,1,-1,-1,-1
193,2,1197.834578804348,125.21739130434784,152.60869565217376,354.13043478260863,1,-1,-1,-1
194,2,1176.3128396739132,125.21739130434784,113.47826086956502,363.9130434782609,1,-1,-1,-1
195,2,1145.0084918478262,125.21739130434784,119.3478260869565,363.9130434782609,1,-1,-1,-1
196,2,1094.138926630435,138.91304347826087,156.52173913043475,348.26086956521743,1,-1,-1,-1
197,2,1056.9650135869567,140.8695652173913,127.17391304347824,348.26086956521743,1,-1,-1,-1
198,2,988.4867527173916,140.8695652173913,160.4347826086953,354.13043478260875,1,-1,-1,-1
199,2,957.1824048913048,144.7826086956522,144.7826086956518,354.13043478260875,1,-1,-1,-1
200,2,923.9215353260872,146.73913043478262,127.17391304347792,342.3913043478261,1,-1,-1,-1
201,2,902.3997961956526,164.34782608695653,123.26086956521716,342.3913043478261,1,-1,-1,-1
202,2,880.8780570652177,181.95652173913044,113.47826086956502,320.86956521739137,1,-1,-1,-1
222,1,583.4867527173914,119.34782608695652,95.86956521739124,273.9130434782609,1,-1,-1,-1
223,1,569.7911005434783,119.34782608695652,91.9565217391305,273.9130434782609,1,-1,-1,-1
224,1,552.1824048913044,123.2608695652174,91.9565217391305,264.13043478260875,1,-1,-1,-1
